T,Coxs I,Qki,Qki-1,Qki+1
768,1502.971,1326.319,2032.031,785.923
769,822.639,785.923,1326.319,466.113
770,553.152,466.113,785.923,315.331
771,395.712,315.331,466.113,237.658
772,307.486,237.658,315.331,188.792
773,261.666,188.792,237.658,163.115
774,211.673,163.115,188.792,133.665
775,181.791,133.665,163.115,111.38
776,157.71,111.38,133.665,160.718
777,190.278,160.718,111.38,226.285
778,232.87,226.285,160.718,1490.102
779,838.95,1490.102,226.285,2083.479
780,1373.256,2083.479,1490.102,1200.759
781,1005.642,1200.759,2083.479,756.786
782,658.116,756.786,1200.759,520.35
783,471.001,520.35,756.786,387.674
784,367.418,387.674,520.35,309.677
785,307.495,309.677,387.674,263.052
786,279.695,263.052,309.677,247.298
787,294.279,247.298,263.052,229.423
788,269.712,229.423,247.298,202.261
789,244.877,202.261,229.423,183.605
790,225.388,183.605,202.261,158.744
791,194.898,158.744,183.605,139.193
792,177.944,139.193,158.744,134.193
793,177.124,134.193,139.193,124.718
794,167.216,124.718,134.193,118.98
795,159.942,118.98,124.718,110.312
796,144.894,110.312,118.98,102.031
797,134.596,102.031,110.312,97.459
798,134.759,97.459,102.031,98.957
799,133.153,98.957,97.459,97.286
800,123.875,97.286,98.957,90.971
801,114.41,90.971,97.286,89.206
802,114.852,89.206,90.971,87.034
803,120.168,87.034,89.206,81.882
804,115.271,81.882,87.034,75.217
805,106.815,75.217,81.882,69.273
806,96.18,69.273,75.217,61.726
807,86.061,61.726,69.273,57.546
808,77.824,57.546,61.726,53.019
809,70.564,53.019,57.546,49.623
810,64.935,49.623,53.019,52.099
811,69.037,52.099,49.623,55.533
812,75.192,55.533,52.099,54.059
813,71.465,54.059,55.533,53.127
814,66.223,53.127,54.059,53.166
815,65.571,53.166,53.127,75.324
816,110.291,75.324,53.166,1345.024
817,983.934,1345.024,75.324,3614.706
818,2087.195,3614.706,1345.024,3056.101
819,3179.439,3056.101,3614.706,1898.583
820,1753.609,1898.583,3056.101,1087.422
821,1060.159,1087.422,1898.583,735.745
822,710.765,735.745,1087.422,540.359
823,539.998,540.359,735.745,442.737
824,439.287,442.737,540.359,380.472
825,380.739,380.472,442.737,324.489
826,330.606,324.489,380.472,285.224
827,290.415,285.224,324.489,253.169
828,262.145,253.169,285.224,230.455
829,237.944,230.455,253.169,220.49
830,242.771,220.49,230.455,244.519
831,311.025,244.519,220.49,267.452
832,249.487,267.452,244.519,247.841
833,227.168,247.841,267.452,625.406
834,299.099,625.406,247.841,564.048
835,508.812,564.048,625.406,390.677
836,384.358,390.677,564.048,465.062
837,404.796,465.062,390.677,562.517
838,800.145,562.517,465.062,361.25
839,551.174,361.25,562.517,279.901
840,460.226,279.901,361.25,232.643
841,363.916,232.643,279.901,204.323
842,308.252,204.323,232.643,194.216
843,286.478,194.216,204.323,189.406
844,261.867,189.406,194.216,169.433
845,232.883,169.433,189.406,152.933
846,212.491,152.933,169.433,139.32
847,195.835,139.32,152.933,127.734
848,180.874,127.734,139.32,122.15
849,172.243,122.15,127.734,119.067
850,169.127,119.067,122.15,116.204
851,165.007,116.204,119.067,113.657
852,156.691,113.657,116.204,110.49
853,149.26,110.49,113.657,105.294
854,143.79,105.294,110.49,101.387
855,139.692,101.387,105.294,98.085
856,134.51,98.085,101.387,94.194
857,129.107,94.194,98.085,89.892
858,122.56,89.892,94.194,86.246
859,117.353,86.246,89.892,82.88
860,113.375,82.88,86.246,79.772
861,108.076,79.772,82.88,77.85
862,103.259,77.85,79.772,75.932
863,100.725,75.932,77.85,75.419
864,99.197,75.419,75.932,79.182
865,105.022,79.182,75.419,78.036
866,107.087,78.036,79.182,78.73
867,102.237,78.73,78.036,76.384
868,96.028,76.384,78.73,74.461
869,94.317,74.461,76.384,76.124
870,100.298,76.124,74.461,78.233
871,100.286,78.233,76.124,87.213
872,93.541,87.213,78.233,92.013
873,91.002,92.013,87.213,95.398
874,98.592,95.398,92.013,110.341
875,157.41,110.341,95.398,147.896
876,233.414,147.896,110.341,173.929
877,203.757,173.929,147.896,158.854
878,189.421,158.854,173.929,138.978
879,194.138,138.978,158.854,127.14
880,185.875,127.14,138.978,118.926
881,170.614,118.926,127.14,114.047
882,169.883,114.047,118.926,110.319
883,155.884,110.319,114.047,106.289
884,145.468,106.289,110.319,103.193
885,137.982,103.193,106.289,100.239
886,131.97,100.239,103.193,98.842
887,126.658,98.842,100.239,95.773
888,121.934,95.773,98.842,92.024
889,120.835,92.024,95.773,87.985
890,123.687,87.985,92.024,84.755
891,114.395,84.755,87.985,79.934
892,107.974,79.934,84.755,75.211
893,104.888,75.211,79.934,72.073
894,101.672,72.073,75.211,69.898
895,98.89,69.898,72.073,69.305
896,95.367,69.305,69.898,70.074
897,94.33,70.074,69.305,74.851
898,95.86,74.851,70.074,77.662
899,108.408,77.662,74.851,85.966
900,133.627,85.966,77.662,112.854
901,142.883,112.854,85.966,127.342
902,126.497,127.342,112.854,109.47
903,119.841,109.47,127.342,100.28
904,115.09,100.28,109.47,94.104
905,106.587,94.104,100.28,88.478
906,100.83,88.478,94.104,81.959
907,95.719,81.959,88.478,75.411
908,91.968,75.411,81.959,73.239
909,88.809,73.239,75.411,73.23
910,87.065,73.23,73.239,74.406
911,85.371,74.406,73.23,74.89
912,83.379,74.89,74.406,78.104
913,80.945,78.104,74.89,77.812
914,79.576,77.812,78.104,72.111
915,77.509,72.111,77.812,66.34
916,75.693,66.34,72.111,67.549
917,83.755,67.549,66.34,151.177
918,101.867,151.177,67.549,261.146
919,90.676,261.146,151.177,213.941
920,88.377,213.941,261.146,178.2
921,88.334,178.2,213.941,153.935
922,86.159,153.935,178.2,136.657
923,81.493,136.657,153.935,124.514
924,78.293,124.514,136.657,115.307
925,81.448,115.307,124.514,110.384
926,85.099,110.384,115.307,106.898
927,84.753,106.898,110.384,102.814
928,82.62,102.814,106.898,94.88
929,81.558,94.88,102.814,90.863
930,81.417,90.863,94.88,87.763
931,80.139,87.763,90.863,83.408
932,79.151,83.408,87.763,80.048
933,78.759,80.048,83.408,79.268
934,77.943,79.268,80.048,78.03
935,75.966,78.03,79.268,78.292
936,74.535,78.292,78.03,79.223
937,73.547,79.223,78.292,77.798
938,70.666,77.798,79.223,75.118
939,69.438,75.118,77.798,70.964
940,68.149,70.964,75.118,68.188
941,67.872,68.188,70.964,66.815
942,68.36,66.815,68.188,65.191
943,67.513,65.191,66.815,64.147
944,66.522,64.147,65.191,64.699
945,67.59,64.699,64.147,66.158
946,72.471,66.158,64.699,68.127
947,73.849,68.127,66.158,80.282
948,69.397,80.282,68.127,78.059
949,65.291,78.059,80.282,69.893
950,64.156,69.893,78.059,64.537
951,64.622,64.537,69.893,62.152
952,62.347,62.152,64.537,60.03
953,59.208,60.03,62.152,58.281
954,56.977,58.281,60.03,57.381
955,56.361,57.381,58.281,58.134
956,55.842,58.134,57.381,60.887
957,55.848,60.887,58.134,61.758
958,54.607,61.758,60.887,58.97
959,53.537,58.97,61.758,56.338
960,53.646,56.338,58.97,53.455
961,54.182,53.455,56.338,51.39
962,53.926,51.39,53.455,49.894
963,52.86,49.894,51.39,48.585
964,51.908,48.585,49.894,47.463
965,51.738,47.463,48.585,46.675
966,51.193,46.675,47.463,45.971
967,50.398,45.971,46.675,46.163
968,50.245,46.163,45.971,45.607
969,50.623,45.607,46.163,45.244
970,51.063,45.244,45.607,46.058
971,50.777,46.058,45.244,46.062
972,51.559,46.062,46.058,45.644
973,50.872,45.644,46.062,45.292
974,50.339,45.292,45.644,44.963
975,49.809,44.963,45.292,48.698
976,57.718,48.698,44.963,51.618
977,82.396,51.618,48.698,70.372
978,73.572,70.372,51.618,83.035
979,61.871,83.035,70.372,64.901
980,55.466,64.901,83.035,54.254
981,53.435,54.254,64.901,48.88
982,51.311,48.88,54.254,45.037
983,46.784,45.037,48.88,42.598
984,43.886,42.598,45.037,39.849
985,41.938,39.849,42.598,37.891
986,40.854,37.891,39.849,36.347
987,40.072,36.347,37.891,35.053
988,38.821,35.053,36.347,33.951
989,37.597,33.951,35.053,33.64
990,36.673,33.64,33.951,33.853
991,37.551,33.853,33.64,33.634
992,39.62,33.634,33.853,39.689
993,37.497,39.689,33.634,49.819
994,35.26,49.819,39.689,43.619
995,33.31,43.619,49.819,40.384
996,31.388,40.384,43.619,37.364
997,30.783,37.364,40.384,33.087
998,29.899,33.087,37.364,30.766
999,28.283,30.766,33.087,29.074
1000,26.452,29.074,30.766,27.933
1001,24.964,27.933,29.074,26.331
1002,23.301,26.331,27.933,25.19
1003,22.957,25.19,26.331,24.37
1004,22.415,24.37,25.19,23.578
1005,21.956,23.578,24.37,23.245
1006,21.68,23.245,23.578,23.072
1007,21.026,23.072,23.245,22.628
1008,20.613,22.628,23.072,21.738
1009,19.56,21.738,22.628,20.706
1010,18.183,20.706,21.738,19.731
1011,17.372,19.731,20.706,18.204
1012,16.368,18.204,19.731,19.179
1013,17.704,19.179,18.204,20.494
1014,18.414,20.494,19.179,19.627
1015,19.654,19.627,20.494,19.856
1016,23.348,19.856,19.627,19.241
1017,22.315,19.241,19.856,17.871
1018,20.5,17.871,19.241,17.51
1019,17.859,17.51,17.871,17.376
1020,15.224,17.376,17.51,15.553
1021,13.433,15.553,17.376,13.633
1022,11.66,13.633,15.553,11.884
1023,10.35,11.884,13.633,10.734
1024,9.882,10.734,11.884,9.733
1025,8.721,9.733,10.734,8.4
1026,7.966,8.4,9.733,7.121
1027,7.221,7.121,8.4,6.209
1028,6.506,6.209,7.121,5.493
1029,6.139,5.493,6.209,5.089
1030,6.147,5.089,5.493,4.468
1031,6.107,4.468,5.089,3.866
1032,6.032,3.866,4.468,3.362
1033,6,3.362,3.866,2.975
1034,5.513,2.975,3.362,2.321
1035,4.969,2.321,2.975,2.087
1036,4.685,2.087,2.321,1.859
1037,4.254,1.859,2.087,1.598
1038,3.504,1.598,1.859,1.268
1039,3.03,1.268,1.598,0.881
1040,2.815,0.881,1.268,0.597
1041,2.721,0.597,0.881,0.411
1042,2.495,0.411,0.597,0.287
1043,2.136,0.287,0.411,0.258
1044,1.902,0.258,0.287,0.295
1045,2.074,0.295,0.258,0.252
1046,2.4,0.252,0.295,0.25
1047,2.279,0.25,0.252,0.252
1048,2.376,0.252,0.25,0.245
1049,2.827,0.245,0.252,0.245
1050,3.728,0.245,0.245,0.243
1051,3.912,0.243,0.245,0.243
1052,4.058,0.243,0.243,0.247
1053,4.123,0.247,0.243,0.267
1054,3.313,0.267,0.247,0.359
1055,3.145,0.359,0.267,0.358
1056,3.121,0.358,0.359,0.25
1057,2.885,0.25,0.358,0.247
1058,2.894,0.247,0.25,0.248
1059,3.333,0.248,0.247,0.25
1060,3.048,0.25,0.248,0.246
1061,2.642,0.246,0.25,0.298
1062,2.271,0.298,0.246,0.652
1063,3.673,0.652,0.298,0.361
1064,6.088,0.361,0.652,0.268
1065,8.97,0.268,0.361,0.249
1066,9.269,0.249,0.268,0.243
1067,6.317,0.243,0.249,0.23
1068,5.059,0.23,0.243,0.226
1069,3.777,0.226,0.23,0.23
1070,2.989,0.23,0.226,0.228
1071,2.5,0.228,0.23,0.226
1072,2.046,0.226,0.228,0.223
1073,1.692,0.223,0.226,0.564
1074,2.842,0.564,0.223,0.296
1075,6.189,0.296,0.564,0.242
1076,13.905,0.242,0.296,0.241
1077,14.878,0.241,0.242,0.239
1078,9.232,0.239,0.241,0.235
1079,6.64,0.235,0.239,0.234
1080,4.898,0.234,0.235,0.232
1081,3.734,0.232,0.234,0.233
1082,3.337,0.233,0.232,0.362
1083,3.038,0.362,0.233,4.801
1084,2.529,4.801,0.362,4.256
1085,2.166,4.256,4.801,3.406
1086,2.12,3.406,4.256,3.035
1087,1.876,3.035,3.406,3.078
1088,1.968,3.078,3.035,2.853
1089,2.382,2.853,3.078,3.117
1090,4.269,3.117,2.853,3.283
1091,4.962,3.283,3.117,3.106
1092,6.833,3.106,3.283,3.254
1093,6.693,3.254,3.106,2.465
1094,7.968,2.465,3.254,1.61
1095,5.661,1.61,2.465,2.559
1096,8.21,2.559,1.61,3.228
1097,9.877,3.228,2.559,2.342
1098,12.77,2.342,3.228,1.615
1099,13.538,1.615,2.342,1.139
1100,8.912,1.139,1.615,0.891
1101,6.837,0.891,1.139,1.049
1102,5.817,1.049,0.891,2.149
1103,4.334,2.149,1.049,1.743
1104,3.314,1.743,2.149,1.196
1105,2.719,1.196,1.743,1.3
1106,2.831,1.3,1.196,2.668
1107,2.678,2.668,1.3,2.303
1108,2.014,2.303,2.668,1.635
1109,1.717,1.635,2.303,1.127
1110,1.815,1.127,1.635,0.689
1111,1.898,0.689,1.127,0.521
1112,1.706,0.521,0.689,0.376
1113,1.419,0.376,0.521,0.266
1114,1.19,0.266,0.376,0.239
1115,1.089,0.239,0.266,0.234
1116,1.01,0.234,0.239,0.236
1117,0.978,0.236,0.234,0.239
1118,0.953,0.239,0.236,0.236
1119,0.88,0.236,0.239,0.231
1120,0.839,0.231,0.236,0.231
1121,0.78,0.231,0.231,0.231
1122,0.762,0.231,0.231,0.235
1123,0.701,0.235,0.231,0.235
1124,0.639,0.235,0.235,0.228
1125,0.585,0.228,0.235,0.22
1126,0.528,0.22,0.228,0.216
1127,0.497,0.216,0.22,0.215
1128,0.496,0.215,0.216,0.215
1129,0.52,0.215,0.215,0.214
1130,0.44,0.214,0.215,0.204
1131,0.374,0.204,0.214,0.198
1132,0.365,0.198,0.204,0.192
1133,0.368,0.192,0.198,0.185
1134,0.363,0.185,0.192,0.175
1135,0.314,0.175,0.185,0.181
1136,0.392,0.181,0.175,0.198
1137,0.466,0.198,0.181,0.193
1138,0.409,0.193,0.198,0.184
1139,0.358,0.184,0.193,0.173
1140,0.393,0.173,0.184,0.165
1141,1.04,0.165,0.173,0.158
1142,2.247,0.158,0.165,0.164
1143,2.57,0.164,0.158,0
1144,3.374,0,0.164,0
1145,4.203,0,0,0
1146,2.982,0,0,1.258
1147,16.157,1.258,0,34.143
1148,138.214,34.143,1.258,245.972
1149,427.265,245.972,34.143,563.775
1150,907.006,563.775,245.972,363.733
1151,396.027,363.733,563.775,210.869
1152,228.282,210.869,363.733,135.482
1153,165.752,135.482,210.869,101.128
1154,143.377,101.128,135.482,75.876
1155,117.19,75.876,101.128,56.14
1156,86.875,56.14,75.876,43.963
1157,66.795,43.963,56.14,36.374
1158,56.09,36.374,43.963,34.191
1159,50.942,34.191,36.374,32.189
1160,47.965,32.189,34.191,26.928
1161,43.29,26.928,32.189,23.55
1162,41.082,23.55,26.928,20.948
1163,40.954,20.948,23.55,52.375
1164,42.672,52.375,20.948,131.68
1165,78.677,131.68,52.375,1108.554
1166,1250.68,1108.554,131.68,1122.364
1167,1148.822,1122.364,1108.554,609.459
1168,575.097,609.459,1122.364,377.91
1169,387.456,377.91,609.459,543.798
1170,462.227,543.798,377.91,488.373
1171,408.234,488.373,543.798,324.887
1172,313.884,324.887,488.373,235.981
1173,247.292,235.981,324.887,186.215
1174,202.729,186.215,235.981,149.807
1175,170.187,149.807,186.215,127.662
1176,147.941,127.662,149.807,128.137
1177,138.729,128.137,127.662,115.475
1178,127.266,115.475,128.137,94.789
1179,115.472,94.789,115.475,87.096
1180,104.339,87.096,94.789,75.368
1181,94.769,75.368,87.096,69.776
1182,86.282,69.776,75.368,76.106
1183,88.508,76.106,69.776,86.082
1184,110.499,86.082,76.106,91.402
1185,100.789,91.402,86.082,97.535
1186,100.187,97.535,91.402,97.394
1187,102.276,97.394,97.535,85.184
1188,97.493,85.184,97.394,82.41
1189,97.258,82.41,85.184,81.948
1190,87.956,81.948,82.41,75.273
1191,82.586,75.273,81.948,67.255
1192,78.213,67.255,75.273,61.269
1193,73.572,61.269,67.255,54.849
1194,68.486,54.849,61.269,50.204
1195,64.842,50.204,54.849,46.65
1196,63.291,46.65,50.204,45.979
1197,61.838,45.979,46.65,43.562
1198,60.6,43.562,45.979,47.804
1199,66.77,47.804,43.562,49.255
1200,74.54,49.255,47.804,52.836
1201,65.376,52.836,49.255,58.6
1202,57.08,58.6,52.836,60.967
1203,53.923,60.967,58.6,54.757
1204,53.033,54.757,60.967,52.321
1205,52.251,52.321,54.757,52.59
1206,52.063,52.59,52.321,52.758
1207,51.625,52.758,52.59,51.966
1208,49.952,51.966,52.758,50.422
1209,48.667,50.422,51.966,50.238
1210,50.551,50.238,50.422,50.245
1211,59.516,50.245,50.238,56.933
1212,65.852,56.933,50.245,76.321
1213,80.974,76.321,56.933,81.326
1214,80.161,81.326,76.321,80.303
1215,74.246,80.303,81.326,75.719
1216,68.521,75.719,80.303,66.848
1217,64.562,66.848,75.719,64.832
1218,61.965,64.832,66.848,58.958
1219,59.582,58.958,64.832,55.846
1220,57.253,55.846,58.958,54.648
1221,176.541,218.093,244.4,195.897
1222,168.749,195.897,218.093,183.795
1223,159.622,183.795,195.897,173.318
1224,151.326,173.318,183.795,165.752
1225,143.884,165.752,173.318,158.188
1226,137.307,158.188,165.752,159.879
1227,141.679,159.879,158.188,165.303
1228,145.644,167.504,105.398,208.389
1229,141.657,208.389,167.504,196.212
1230,139.47,196.212,208.389,180.176
1231,134.542,180.176,196.212,168.866
1232,130.743,168.866,180.176,160.07
1233,124.526,160.07,168.866,149.211
1234,118.238,149.211,160.07,140.17
1235,114.386,140.17,149.211,138.196
1236,110.699,138.196,140.17,136.898
1237,109.358,136.898,138.196,140.014
1238,110.459,140.014,136.898,150.38
1239,107.223,150.38,140.014,151.793
1240,101.559,151.793,150.38,149.263
1241,96.993,149.263,151.793,146.417
1242,93.811,146.417,149.263,140.111
1243,91.049,140.111,146.417,140.862
1244,89.528,140.862,140.111,134.856
1245,87.572,134.856,140.862,135.057
1246,84.821,135.057,134.856,131.827
1247,83.285,131.827,135.057,131.084
1248,81.897,131.084,131.827,136.46
1249,82.494,136.46,131.084,141.516
1250,85.212,141.516,136.46,138.551
1251,83.029,138.551,141.516,144.861
1252,80.242,144.861,138.551,141.652
1253,79.093,141.652,144.861,132.794
1254,75.994,132.794,141.652,121.106
1255,74.665,121.106,132.794,113.899
1256,73.306,113.899,121.106,108.736
1257,71.388,108.736,113.899,100.287
1258,69.296,100.287,108.736,97.064
1259,67.214,97.064,100.287,89.598
1260,64.828,89.598,97.064,86.915
1261,64.105,86.915,89.598,86.439
1262,72.888,86.439,86.915,84.181
1263,78.752,84.181,86.439,95.761
1264,66.013,95.761,84.181,81.256
1265,58.674,81.256,95.761,71.715
1266,56.725,71.715,81.256,67.874
1267,56.051,67.874,71.715,65.866
1268,57.334,65.866,67.874,67.249
1269,60.771,67.249,65.866,73.679
1270,83.016,73.679,67.249,280.067
1271,129.491,280.067,73.679,258.245
1272,112.753,258.245,280.067,203.384
1273,104.683,203.384,258.245,173.936
1274,104.638,173.936,203.384,157.727
1275,92.871,157.727,173.936,147.476
1276,84.017,147.476,157.727,136.976
1277,78.088,136.976,147.476,129.241
1278,74.161,129.241,136.976,127.884
1279,74.317,127.884,129.241,196.772
1280,254.838,196.772,127.884,1045.204
1281,462.579,1045.204,196.772,889.026
1282,430.396,889.026,1045.204,621.238
1283,331.389,621.238,889.026,477.31
1284,258.884,477.31,621.238,385.065
1285,217.719,385.065,477.31,321.378
1286,190.186,321.378,385.065,279.635
1287,169.896,279.635,321.378,252.839
1288,156.545,252.839,279.635,236.522
1289,147.474,236.522,252.839,218.566
1290,50.131,65.388,67.713,65.063
1291,49.001,65.063,65.388,65.073
1292,46.601,65.073,65.063,65.411
1293,46.77,65.411,65.073,67.83
1294,61.022,67.83,65.411,79.047
1295,85.883,79.047,67.83,131.14
1296,82.907,131.14,79.047,124.048
1297,77.302,124.048,131.14,111.416
1298,76.483,111.416,124.048,120.167
1299,97.527,120.167,111.416,131.819
1300,97.416,131.819,120.167,123.876
1301,85.202,123.876,131.819,106.469
1302,89.794,106.469,123.876,95.035
1303,83.322,95.035,106.469,88.112
1304,72.775,88.112,95.035,85.238
1305,66.569,85.238,88.112,82.28
1306,61.646,82.28,85.238,78.949
1307,57.858,78.949,82.28,74.425
1308,54.109,74.425,78.949,71.547
1309,53.471,71.547,74.425,68.602
1310,53.459,68.602,71.547,65.243
1311,54.085,65.243,68.602,69.049
1312,34.394,51.355,51.33,55.243
1313,34.614,55.243,51.355,56.745
1314,36.072,56.745,55.243,69.504
1315,35.669,69.504,56.745,65.566
1316,32.918,65.566,69.504,59.018
1317,29.836,59.018,65.566,54.177
1318,27.504,54.177,59.018,50.157
1319,25.408,50.157,54.177,45.221
1320,23.959,45.221,50.157,41.78
1321,23.48,41.78,45.221,52.675
1322,28.406,52.675,41.78,49.956
1323,40.126,49.956,52.675,48.825
1324,32.228,48.825,49.956,46.287
1325,27.205,46.287,48.825,43.6
1326,25.909,43.6,46.287,38.495
1327,25.453,38.495,43.6,34.864
1328,25.684,34.864,38.495,36.974
1329,27.711,36.974,34.864,36.049
1330,36.838,36.049,36.974,36.756
1331,38.919,36.756,36.049,38.355
1332,32.809,38.355,36.756,41.701
1333,39.913,41.701,38.355,69.261
1334,92.542,69.261,41.701,358.671
1335,528.748,358.671,69.261,373.569
1336,735.799,373.569,358.671,269.085
1337,619.858,269.085,373.569,226.244
1338,456.443,226.244,269.085,195.837
1339,357.346,195.837,226.244,162.617
1340,276.712,162.617,195.837,134.842
1341,226.085,134.842,162.617,112.435
1342,187.415,112.435,134.842,94.596
1343,159.573,94.596,112.435,82.033
1344,147.156,82.033,94.596,103.321
1345,156.634,103.321,82.033,245.098
1346,303.065,245.098,103.321,188.098
1347,321.571,188.098,245.098,285.211
1348,577.721,285.211,188.098,219.799
1349,459.667,219.799,285.211,161.829
1350,353.632,161.829,219.799,121.955
1351,285.261,121.955,161.829,98.042
1352,236.397,98.042,121.955,86.573
1353,200.344,86.573,98.042,89.671
1354,205.534,89.671,86.573,100.38
1355,278.424,100.38,89.671,132.853
1356,231.062,132.853,100.38,101.838
1357,206.777,101.838,132.853,76.959
