N,212250_COXS,212260_KOWMUNG
3874,193.707,259.429
3875,193.382,186.577
3876,197.304,166.715
3877,200.833,189.163
3878,176.274,223.664
3879,155.621,188.989
3880,140.549,156.461
3881,124.781,131.986
3882,110.475,113.218
3883,109.119,109.99
3884,103.147,104.845
3885,95.412,96.177
3886,88.926,87.187
3887,85.18,81.341
3888,85.067,78.099
3889,85.121,76.47
3890,78.802,74.071
3891,79.014,73.394
3892,75.064,67.479
3893,69.487,64.173
3894,69.811,62.642
3895,70.057,59.735
3896,69.301,59.068
3897,66.918,58.478
3898,66.526,57.175
3899,70.466,70.31
3900,146.265,325.585
3901,143.303,283.532
3902,156.152,287.957
3903,218.268,315.82
3904,217.366,307.395
3905,217.678,328.505
3906,203.933,282.988
3907,200.372,272.412
3908,1081.843,1398.092
3909,2446.619,2859.955
3910,2334.605,2731.283
3911,1346.583,1523.998
3912,870.602,992.841
3913,630.525,712.33
3914,495.366,547.89
3915,415.512,456.924
3916,387.488,405.569
3917,353.315,381.478
3918,317.68,330.871
3919,292.162,298.878
3920,287.946,284.221
3921,270.205,275.962
3922,245.336,268.962
3923,225.714,237.624
3924,211.869,219.368
3925,218.548,216.114
3926,225.943,214.285
3927,212.859,204.469
3928,194.537,186.088
3929,187.79,174.76
3930,216.064,191.324
3931,196.856,229.175
3932,179.53,199.585
3933,168.206,176.203
3934,160.395,152.977
3935,160.862,145.312
3936,172.569,149.159
3937,166.463,167.341
3938,153.299,152.571
3939,147.052,141.902
3940,151.189,135.676
3941,142.923,133.365
3942,133.562,131.397
3943,129.952,124.279
3944,129.843,128.52
3945,142.994,137.112
3946,195.716,167.489
3947,180.923,161.6
3948,178.521,154.693
3949,231.497,189.894
3950,282.79,226.61
3951,263.474,212.605
3952,246.222,194.931
3953,230.857,183.214
3954,211.437,171.613
3955,193.981,156.51
3956,181.924,146.593
3957,173.049,138.449
3958,162.811,136.508
3959,154.762,128.51
3960,147.404,126.022
3961,141.83,121.508
3962,138.642,118.436
3963,132.659,117.569
3964,127.784,116.904
3965,124.774,116.316
3966,121.641,109.895
3967,117.873,104.609
3968,114.99,101.538
3969,112.092,99.847
3970,109.364,99.929
3971,106.971,94.377
3972,113.32,98.018
3973,121.225,106.885
3974,115.153,123.502
3975,111.181,120.394
3976,109.363,112.916
3977,107.192,104.503
3978,104.567,96.41
3979,261.654,326.259
3980,247.247,300.121
3981,249.735,301.05
3982,403.39,385.725
3983,555.574,673.971
3984,1526.051,1419.596
3985,1467.294,1672.869
3986,1064.837,1266.176
3987,794.03,994.101
3988,642.014,796.413
3989,551.095,683.665
3990,512.37,661.353
3991,459.776,631.374
3992,423.42,616.65
3993,388.302,566.18
3994,356.41,505.267
3995,329.048,464.552
3996,306.48,428.613
3997,290.615,398.199
3998,308.74,401.7
3999,291.468,399.462
4000,281,362.163
4001,272.944,340.641
4002,259.732,322.278
4003,255.931,341.555
4004,236.95,350.009
4005,230.315,329.129
4006,232.68,369.398
4007,216.534,380.984
4008,208.333,339.718
4009,200.457,322.914
4010,191.605,305.284
4011,183.961,289.117
4012,176.715,277.878
4013,170.447,269.638
4014,171.069,256.852
4015,181.382,265.722
4016,182.588,265.565
4017,179.51,268.803
4018,194.926,312.571
4019,203.617,658.504
4020,195.855,653.13
4021,229.13,673.847
4022,228.218,665.493
4023,217.499,605.087
4024,210.414,551.555
4025,197.575,506.843
4026,189.632,467.171
4027,184.178,423.273
4028,176.958,388.856
4029,170.702,362.349
4030,166.047,340.839
4031,161.485,319.218
4032,156.365,301.364
4033,150.948,289.587
4034,145.532,273.933
4035,141.533,259.97
4036,148.226,272.127
4037,153.317,330.521
4038,149.449,288.336
4039,154.622,269.18
4040,158.058,255.293
4041,147.433,251.836
4042,141.39,255.303
4043,136.822,245.618
4044,133.852,230.326
4045,127.665,222.735
4046,126.464,220.972
4047,172.155,253.513
4048,217.01,614.945
4049,323.109,832.001
4050,404.364,880.505
4051,369.062,778.12
4052,301.769,682.189
4053,265.54,610.294
4054,240.149,548.871
4055,220.178,485.161
4056,204.28,442.135
4057,191.42,409.735
4058,180.694,384.389
4059,170.656,356.982
4060,164.116,330.624
4061,157.41,311.478
4062,150.834,292.929
4063,144.603,276.011
4064,139.248,262.244
4065,135.942,250.463
4066,132.331,241.391
4067,138.591,243.94
4068,139.194,281.631
4069,133.277,247.451
4070,134.887,231.266
4071,133.86,233.485
4072,129.872,216.863
4073,126.687,204.207
4074,115.465,188.966
4075,106.288,175.869
4076,100.138,170.487
4077,94.383,170.121
4078,89.097,159.993
4079,85.167,152.462
4080,81.836,147.155
4081,77.991,142.803
4082,75.852,140.56
4083,72.947,135.814
4084,72.12,129.584
4085,107.901,149.107
4086,402.316,349.363
4087,246.675,356.491
4088,229.466,240.064
4089,200.203,209.846
4090,260.917,270.603
4091,259.91,379.596
4092,285.322,317.157
4093,270.599,368.395
4094,265.537,386.478
4095,242.013,325.473
4096,219.991,293.161
4097,211.077,306.216
4098,212.99,332.481
4099,258.332,354.064
4100,282.827,366.903
4101,274.935,301.961
4102,220.812,270.133
4103,191.98,249.779
4104,196.688,233.967
4105,202.726,228.856
4106,184.985,217.631
4107,164.643,201.761
4108,151.78,183.004
4109,142.297,170.704
4110,133.991,162.063
4111,128.096,152.834
4112,119.389,145.395
4113,110.624,139.34
4114,103.471,132.972
4115,103.998,130.953
4116,135.899,142.418
4117,172.093,183.633
4118,180.734,189.635
4119,159.644,174.408
4120,144.706,160.682
4121,137.626,161.693
4122,119.558,140.463
4123,108.306,123.561
4124,100.694,115.275
4125,95.818,109.764
4126,90.85,105.533
4127,84.861,99.781
4128,78.279,93.669
4129,81.047,93.473
4130,75.425,98.28
4131,70.28,103.53
4132,68.944,96.777
4133,67.022,101.517
4134,65.88,92.843
4135,64.106,79.833
4136,59.929,71.342
4137,59.615,72.568
4138,84.735,86.089
4139,103.122,102.155
4140,92.477,119.045
4141,95.445,88.194
4142,84.26,86.822
4143,81.814,80.354
4144,158.985,135.322
4145,477.432,566.41
4146,1219.689,1191.169
4147,3621.682,3266.611
4148,3439.314,2943.244
4149,1655.612,1545.587
4150,1006.373,1033.114
4151,742.42,784.263
4152,627.051,607.578
4153,531.288,507.348
4154,485.593,436.179
4155,439.582,389.041
4156,399.838,351.291
4157,365.262,318.012
4158,347.612,299.898
4159,378.337,325.647
4160,519.083,440.796
4161,462.395,384.413
4162,482.847,359.039
4163,687.706,536.453
4164,670.248,437.872
4165,775.536,445.301
4166,652.612,381.71
4167,541.887,314.792
4168,445.72,271.895
4169,393.322,238.886
4170,371.895,227.936
4171,415.526,273.682
4172,389.612,306.776
4173,433.79,273.558
4174,485.782,305.875
4175,498.147,336.787
4176,493.724,274.915
4177,435.04,252.776
4178,421.936,240.736
4179,415.331,268.706
4180,398.5,246.951
4181,273.085,229.598
4182,217.516,180.931
4183,190.215,150.686
4184,174.027,132.061
4185,194.733,125.149
4186,222.577,222.59
4187,224.348,219.627
4188,227.675,191.58
4189,274.638,183.752
4190,1405.175,495.087
4191,1897.403,802.41
4192,2453.262,1089.23
4193,1645.63,813.971
4194,1214.192,648.645
4195,929.889,556.876
4196,780.895,502.058
4197,2268.268,1182.411
4198,4492.06,2619.565
4199,4228.396,2994.611
4200,2875.704,1966.109
4201,1939.144,1343.012
4202,1529.707,1047.701
4203,1494.13,1114.515
4204,1453.407,1122.515
4205,3691.652,2550.899
4206,3942.065,2489.836
4207,2919.968,1818.005
4208,2239.732,1542.217
4209,2100.812,1380.496
4210,1992.172,1345.051
4211,1749.39,1065.443
4212,1707.578,868.024
4213,2412.783,1258.201
4214,1971.444,1378.911
4215,3891.488,1530.606
4216,3913.603,1546.917
4217,3041.434,1301.94
4218,2257.195,910.552
4219,1864.967,699.74
4220,1546.245,575.757
4221,1232.027,507.208
4222,1103.326,522.248
4223,1042.468,515.707
4224,3673.353,2125.467
4225,13080.019,13504.973
4226,17426.479,13287.315
4227,29980.35,15372.141
4228,15650.102,8158.006
4229,9429.62,5148.949
4230,6711.306,3534.976
4231,4847.95,2888.607
4232,5870.307,3995.324
4233,5720.736,4994.84
4234,4040.754,3390.42
4235,3101.943,2456.167
4236,2526.087,1925.86
4237,2141.616,1609.513
4238,1834.772,1415.796
4239,1598.564,1240.829
4240,1376.781,1047.659
4241,1489.827,1137.549
4242,1968.887,1307.027
4243,1929.38,1041.23
4244,1860.006,1027.472
4245,1637.466,928.949
4246,1395.486,799.911
4247,1408.858,766.094
4248,1314.742,695.046
4249,1141.799,610.6
4250,1010.196,566.416
4251,1006.334,535.136
4252,882.851,519.177
4253,794.179,536.793
4254,839.839,532.661
4255,859.175,463.759
4256,702.697,451.423
4257,780.381,471.226
4258,707.917,433.598
4259,703.927,393.182
4260,616.242,364.846
4261,539.408,346.91
4262,484.999,331.524
4263,444.318,309.618
4264,424.536,293.663
4265,389.49,280.444
4266,362.725,266.727
4267,343.439,256.805
4268,341.302,251.973
4269,326.695,244.172
4270,316.308,236.219
4271,306.631,228.794
4272,294.815,219.482
4273,1052.839,719.426
4274,3800.935,4424.399
4275,2143.718,2424.754
4276,1336.791,1489.78
4277,1064.338,1117.291
4278,890.608,880.653
4279,770.507,743.945
4280,675.158,654.394
4281,605.581,575.118
4282,555.554,514.576
4283,514.834,465.224
4284,481.051,429.001
4285,452.751,399.601
4286,427.225,377.769
4287,405.106,357.292
4288,394.846,339.945
4289,374.822,326.225
4290,358.377,306.595
4291,341.517,293.889
4292,328.68,281.088
4293,319.409,268.861
4294,305.14,263.587
4295,293.044,248.036
4296,280.596,226.367
4297,267.263,217.331
4298,257.04,213.148
4299,249.917,217.225
4300,247.261,211.817
4301,246.771,208.583
4302,240.455,194.08
4303,235.536,186.445
4304,229.212,178.902
4305,222.968,170.837
4306,216.723,178.02
4307,213.462,162.631
4308,207.229,162.914
4309,209.736,160.841
4310,318.434,197.006
4311,304.918,324.005
4312,292.089,243.612
4313,252.009,203.394
4314,252.453,176.852
4315,258.656,171.641
4316,233.745,169.937
4317,218.229,158.946
4318,220.241,165.291
4319,283.413,220.76
4320,304.073,264.613
4321,306.588,223.481
4322,426.843,317.801
4323,481.83,519.954
4324,411.386,401.024
4325,346.015,336.682
4326,319.544,299.556
4327,342.507,288.573
4328,913.806,456.075
4329,869.436,597.823
4330,744.776,555.001
4331,618.995,502.547
4332,567.124,466.381
4333,1018.313,1099.576
4334,1053.329,1185.675
4335,816.42,892.102
4336,788.622,746.775
4337,687.463,647.725
4338,614.02,580.707
4339,623.344,680.436
4340,620.296,647.137
4341,561.543,553.838
4342,525.578,513.132
4343,500.638,545.628
4344,490.596,535.329
4345,474.308,503.205
4346,449.886,492.838
4347,423.308,469.918
4348,403.107,467.644
4349,386.261,483.687
4350,373.526,463.786
4351,353.468,387.929
4352,343.078,355.575
4353,335.909,350.065
4354,323.609,334.381
4355,314.046,323.182
4356,306.366,312.671
4357,392.222,354.336
4358,583.225,572.599
4359,893.512,488.743
4360,838.85,518.433
4361,727.015,447.176
4362,579.848,430.095
4363,486.072,409.235
4364,356.866,336.876
4365,339.172,324.611
4366,334.001,316.134
4367,341.141,317.068
4368,348.597,305.999
4369,348.354,294.016
4370,366.514,287.689
4371,408.637,289.253
4372,409.815,282.08
4373,382.726,270.784
4374,352.75,258.6
4375,328.19,248.767
4376,310.028,242.84
4377,296.949,237.019
4378,285.313,231.571
4379,277.431,225.306
4380,266.236,216.365
4381,257.828,208.674
4382,257.657,203.284
4383,231.37,178.503
4384,229.827,168.51
4385,221.132,162.589
4386,216.864,156.971
4387,222.001,152.069
4388,223.085,149.342
4389,220.803,144.618
4390,226.984,146.567
4391,230.078,168.111
4392,246.434,219.457
4393,240.49,184.312
4394,215.913,158.844
4395,209.8,151.872
4396,238.688,165.241
4397,242.78,296.93
4398,270.828,232.423
4399,230.447,197.072
4400,218.308,177.948
4401,177.186,169.005
4402,163.399,160.29
4403,153.166,156.721
4404,162.275,156.267
4405,166.195,158.447
4406,158.214,160.051
4407,152.701,152.278
4408,145.872,144.264
4409,140.779,139.871
4410,136.913,134.579
4411,134.4,131.94
4412,132.149,128.485
4413,132.112,128.575
4414,132.534,126.799
4415,129.818,122.499
4416,127.307,120.653
4417,130.894,118.412
4418,131.524,124.926
4419,129.718,128.075
4420,132.72,117.199
4421,143.07,121.832
4422,133.037,114.4
4423,129.328,106.506
4424,113.503,102.323
4425,104.068,97.65
4426,95.787,93.156
4427,91.36,91.177
4428,89.521,89.798
4429,87.839,91.011
4430,119.906,114.517
4431,172.624,463.193
4432,311.156,262.165
4433,252.196,195.614
4434,212.192,168.553
4435,179.349,149.745
4436,156.211,138.739
4437,138.748,132.875
4438,136.967,134.479
4439,133.88,138.649
4440,126.724,136.737
4441,131.735,124.39
4442,120.169,120.799
4443,123.178,125.446
4444,141.604,170.169
4445,157.417,244.738
4446,172.6,188.772
4447,150.137,154.999
4448,132.396,138.395
4449,116.852,125.619
4450,101.446,117.899
4451,91.693,113.036
4452,86.058,107.506
4453,79.456,101.098
4454,74.539,96.839
4455,70.79,94.982
4456,68.49,93.286
4457,67.405,89.938
4458,65.175,85.163
4459,64.768,81.921
4460,62.355,80.769
4461,61.482,79.372
4462,63.798,90.635
4463,80.033,86.142
4464,68.889,91.179
4465,65.258,78.176
4466,64.865,75.514
4467,65.929,75.658
4468,64.91,79.565
4469,63.001,76.837
4470,63.49,72.908
4471,62.77,68.465
4472,60.346,74.055
4473,58.198,71.306
4474,56.399,63.383
4475,52.665,59.905
4476,50.659,58.673
4477,50.18,58.696
4478,52.653,57.239
4479,56.79,66.141
4480,50.866,62.193
4481,49.303,58.28
4482,47.151,58.423
4483,47.576,53.394
4484,45.463,50.231
4485,42.98,50.765
4486,40.808,47.935
4487,37.924,45.102
4488,37.31,43.898
4489,37.595,46.783
4490,46.357,51.542
4491,64.02,53.121
4492,83.597,64.752
4493,69.015,76.769
4494,67.881,71.772
4495,61.818,59.766
4496,56.09,50.368
4497,31.481,31.427
4498,28.598,28.994
4499,29.683,35.551
4500,28.837,50.595
4501,33.207,43.227
4502,34.592,38.384
4503,38.061,35.501
4504,42.314,38.084
4505,44.312,39.36
4506,41.088,37.325
4507,38.856,34.066
4508,36.383,31.685
4509,32.279,29.546
4510,27.631,25.96
4511,23.796,23.059
4512,21.561,20.547
4513,20.937,25.138
4514,51.418,29.877
4515,77.042,43.6
4516,149.991,87.092
4517,137.154,139.73
4518,126.103,136.77
4519,99.716,95.152
4520,89.285,71.278
4521,87.542,57.731
4522,74.605,46.27
4523,57.003,37.527
4524,48.912,31.895
4525,42.784,26.724
4526,37.902,21.931
4527,30.789,17.444
4528,25.71,13.959
4529,23.522,11.554
4530,20.809,9.533
4531,18.049,8.181
4532,15.499,7.516
4533,13.241,6.732
4534,11.932,6.112
4535,12.162,6.319
4536,10.624,5.52
4537,11.854,5.006
4538,69.626,87.079
4539,1042.409,1182.588
4540,604.971,564.895
4541,379.385,301.501
4542,299.096,305.42
4543,1569.738,896.702
4544,938.64,812.572
4545,552.24,471.667
4546,375.447,313.118
4547,307.84,236.608
4548,253.851,190.784
4549,196.378,158.523
4550,162.493,137.398
4551,147.375,128.594
4552,414.176,169.254
4553,468.965,426.397
4554,356.881,289.866
4555,280.734,226.678
4556,260.3,186.843
4557,228.809,163.075
4558,205.187,148.633
4559,183.376,140.32
4560,172.728,127.521
4561,166.484,123.042
4562,196.114,120.54
4563,190.167,137.066
4564,7026.599,1126.505
4565,31203.425,11696.405
4566,8103.547,4169.334
4567,4634.488,2240.614
4568,3116.095,1564.257
4569,2355.514,1736.74
4570,8415.286,8596.304
4571,9924.685,5568.831
4572,7049.032,3067.384
4573,6367.68,2369.398
4574,4463.302,1894.116
4575,3078.577,1489.743
4576,2287.076,1231.721
4577,1777.366,986.24
4578,1384.396,812.446
4579,1114.285,693.162
4580,936.802,603.232
4581,796.377,530.14
4582,690.7,472.186
4583,615.197,427.766
4584,578.138,400.99
4585,527.468,398.643
4586,465.002,344.787
4587,414.348,302.36
4588,374.196,277.728
4589,344.354,260.327
4590,333.792,245.844
4591,313.12,232.072
4592,306.4,218.929
4593,290.227,209.238
4594,267.703,195.995
4595,252.611,177.146
4596,245.111,164.127
4597,226.562,155.761
4598,211.024,147.204
4599,198.46,141.034
4600,191.701,137.192
4601,186.69,130.039
4602,180.879,125.617
4603,175.191,121.058
4604,179.835,124.098
4605,215.718,151.417
4606,214.484,155.442
4607,200.501,145.288
4608,200.814,135.04
4609,197.801,127.697
4610,192.751,120.479
4611,175.811,113.361
4612,164.494,107.198
4613,157.921,101.872
4614,152.689,97.649
4615,147.222,94.392
4616,162.494,106.77
4617,186.261,130.143
4618,213.88,151.866
4619,193.143,142.082
4620,173.778,135.028
4621,204.589,145.535
4622,190.925,177.322
4623,167.483,141.566
4624,152.054,121.438
4625,142.206,110.575
4626,132.741,102.003
4627,128.646,95.814
4628,126.158,91.682
4629,123.113,86.45
4630,116.183,82.104
4631,114.444,79.409
4632,113.453,75.869
4633,110.775,73.39
4634,108.921,71.671
4635,104.286,68.067
4636,103.064,65.761
4637,105.238,64.547
4638,104.886,64.292
4639,106.172,64.507
4640,105.395,64.525
4641,104.655,63.509
4642,105.119,62.586
4643,107.029,61.558
4644,108.04,62.003
4645,107.794,62.365
4646,103.214,65.618
4647,103.023,65.297
4648,101.937,62.263
4649,98.679,62.949
4650,93.478,61.221
4651,90.073,58.031
4652,99.214,57.107
4653,127.39,82.134
4654,195.206,134.512
4655,193.457,199.175
4656,167.748,148.958
4657,146.533,120.015
4658,132.319,103.554
4659,127.899,93.743
4660,121.683,88.209
4661,116.245,84.194
4662,113.94,80.381
4663,143.311,103.731
4664,252.384,257.354
4665,221.099,268.031
4666,205.486,183.478
4667,176.296,150.275
4668,174.107,131.877
4669,160.556,117.984
4670,151.12,109.656
4671,146.473,103.261
4672,144.81,99.112
4673,146.738,98.845
4674,155.61,98.069
4675,154.333,99.643
4676,152.048,97.738
4677,145.667,89.535
4678,139.822,86.671
4679,134.132,78.365
4680,131.733,72.957
4681,131.434,68.289
4682,138.703,65.306
4683,138.134,61.669
4684,130.372,59.868
4685,149.978,75.441
4686,956.031,1503.839
4687,5587.987,8389.93
4688,4125.774,3993.743
4689,2618.775,2461.942
4690,3372.784,2885.233
4691,3814.972,3565.581
4692,2640.213,2315.309
4693,1896.526,1726.07
4694,1414.053,1415.351
4695,1096.541,1191.221
4696,898.434,990.639
4697,763.285,833.417
4698,659.764,719.038
4699,571.953,636.848
4700,507.355,576.271
4701,469.293,541.003
4702,442.282,515.589
4703,424.519,472.621
4704,424.785,440.964
4705,414.651,415.506
4706,398.189,402.403
4707,373.503,394.65
4708,362.104,393.597
4709,353.262,390.612
4710,362.87,356.523
4711,371.882,415.791
4712,367.699,557.561
4713,374.083,440.072
4714,342.858,390.769
4715,312.48,353.92
4716,286.277,326.743
4717,262.068,305.985
4718,242.368,289.52
4719,230.263,274.363
4720,222.964,264.557
4721,214.933,256.734
4722,212.629,248.918
4723,213.607,245.431
4724,214.095,237.538
4725,215.907,226.987
4726,205.676,217.109
4727,209.031,208.078
4728,189.329,202.745
4729,187.178,195.496
4730,189.664,204.186
4731,200.923,220.706
4732,182.671,211.03
4733,180.245,188.65
4734,176.569,178.01
4735,179.485,176.355
4736,173.59,188.821
4737,171.353,171.872
4738,162.227,162.411
4739,162.597,160.549
4740,155.448,159.746
4741,154.07,170.836
4742,158.308,153.137
4743,165.747,154.466
4744,159.488,159.218
4745,139.3,156.7
4746,124.538,162.052
4747,117.086,173.429
4748,129.734,166.236
4749,119.965,150.603
4750,115.431,144.476
4751,113.966,140.07
4752,111.133,135.917
4753,107.975,131.17
4754,102.58,126.757
4755,98.194,121.784
4756,97.621,119.289
4757,94.172,113.38
4758,93.048,110.008
4759,90.399,106.017
4760,86.322,103.099
4761,83.444,99.544
4762,82.584,96.984
4763,80.448,94.03
4764,76.898,89.031
4765,75.997,85.746
4766,74.842,83.23
4767,82.627,88.383
4768,86.936,88.683
4769,90.665,100.377
4770,186.435,141.298
4771,231.155,315.591
4772,239.322,214.258
4773,172.854,163.484
4774,151.406,140.247
4775,141.846,136.518
4776,133.39,129.013
4777,121.377,114.927
4778,108.294,104.519
4779,94.534,95.766
4780,83.703,88.021
4781,79.38,82.185
4782,76.184,77.912
4783,74.295,74.39
4784,70.734,72.083
4785,66.387,69.117
4786,63.292,66.838
4787,61.875,67.417
4788,61.309,70.201
4789,61.25,73.797
4790,60.337,65.505
4791,63.517,60.919
4792,58.312,57.14
4793,53.657,54.132
4794,50.252,51.625
4795,48.317,48.48
4796,45.856,44.851
4797,42.859,42.83
4798,42.334,41.462
4799,42.123,42.594
4800,44.613,45.372
4801,43.891,41.764
4802,42.776,38.464
4803,42.871,36.109
4804,44.612,34.501
4805,43.688,34.987
4806,45.05,36.298
4807,46.942,33.373
4808,47.057,32.959
4809,41.464,37.56
4810,38.253,34.105
4811,33.937,30.812
4812,36.978,31.277
4813,41.426,31.01
4814,45.346,28.754
4815,42.761,28.567
4816,39.681,31.478
4817,38.258,29.114
4818,37.429,24.951
4819,33.758,22.081
4820,30.782,20.397
4821,29.058,18.899
4822,26.759,17.472
4823,24.651,16.263
4824,24.961,17.699
4825,38.699,34.563
4826,84.952,108.981
4827,145.077,133.889
4828,107.512,99.38
4829,95.163,71.106
4830,95.02,81.315
4831,157.454,95.561
4832,192.603,100.672
4833,201.991,114.226
4834,201.585,115.649
4835,157.887,100.448
4836,179.692,102.888
4837,1041.842,130.12
4838,374.247,114.267
4839,262.262,90.923
4840,195.18,68.772
4841,185,56.275
4842,161.473,48.487
4843,129.155,43.706
4844,107.792,39.842
4845,91.887,35.934
4846,83.046,33.089
4847,73.681,30.828
4848,66.337,29.327
4849,62.811,27.496
4850,62.281,26.166
4851,63.346,25.077
4852,56.836,26.705
4853,52.385,32.661
4854,49.49,29.622
4855,45.8,23.47
4856,43.057,19.063
4857,38.652,16.003
4858,34.727,13.005
4859,32.748,11.366
4860,32.339,10.508
4861,30.091,9.303
4862,29.041,8.597
4863,26.932,8.216
4864,23.963,7.709
4865,19.797,13.467
4866,16.895,10.353
4867,13.528,7.666
4868,11.243,6.515
4869,24.38,6.791
4870,43.252,10.025
4871,62.994,15.253
4872,54.412,17.061
4873,46.038,11.831
4874,45.56,16.71
4875,38.259,16.266
4876,33.873,11.105
4877,28.789,8.152
4878,24.985,6.848
4879,20.569,5.724
4880,16.114,4.415
4881,13.064,3.149
4882,11.862,2.211
4883,12.749,1.997
4884,13.604,1.909
4885,16.041,1.686
4886,19.298,1.37
4887,77.585,42.206
4888,60.332,53.254
4889,61.627,43.515
4890,58.853,31.087
4891,72.921,23.77
4892,55.957,19.306
4893,48.513,18.307
4894,46.44,22.843
4895,52.573,31.618
4896,112.657,96.5
4897,139.85,120.52
4898,123.103,115.014
4899,126.341,92.485
4900,122.172,71.203
4901,110.762,59.043
4902,130.88,216.637
4903,147.029,223.358
4904,157.922,134.968
4905,126.957,96.198
4906,172.48,72.975
4907,125.176,61.743
4908,121.037,56.536
4909,191.469,153.125
4910,159.148,163.991
4911,110.97,114.254
4912,102.965,84.764
4913,189.532,68.815
4914,378.81,66.209
4915,226.74,54.803
4916,170.017,51.067
4917,126.301,54.572
4918,107.465,70.08
4919,101.854,99.081
4920,109.093,118.533
4921,165.468,176.587
4922,267.391,266.92
4923,351.02,349.727
4924,336.936,313.211
4925,392.978,305.793
4926,284.664,243.193
4927,211.162,190.382
4928,213.665,187.878
4929,460.167,288.685
4930,545.86,248.497
4931,424.128,290.637
4932,469.983,387.66
4933,426.46,312.06
4934,367.009,249.023
4935,268.277,208.08
4936,292.097,209.263
4937,417.99,516.99
4938,417.967,774.248
4939,374.131,544.735
4940,305.296,407.598
4941,263.935,323.266
4942,237.827,267.804
4943,214.235,229.725
4944,191.455,198.635
4945,172.022,174.654
4946,157.225,156.064
4947,144.858,141.399
4948,136.692,129.95
4949,130.087,119.661
4950,123.582,112.2
4951,125.217,109.175
4952,120.594,100.726
4953,116.876,98.382
4954,118.603,94.347
4955,115.761,90.313
4956,111.38,85.185
4957,109.194,83.6
4958,107.202,85.152
4959,102.274,80.051
4960,102.895,75.865
4961,98.915,80.273
4962,94.978,78.503
4963,92.04,70.572
4964,85.935,66.486
4965,84.13,64.332
4966,82.351,63.235
4967,81.685,62.395
4968,79.898,60.911
4969,88.932,60.414
4970,96.217,56.376
4971,92.308,52.467
4972,99.845,50.917
4973,98.774,48.772
4974,94.685,47.441
4975,91.484,45.862
4976,87.114,44.925
4977,86.758,44.426
4978,87.779,43.916
4979,84.711,43.048
4980,82.5,42.201
4981,81.969,41.008
4982,82.264,40.876
4983,84.708,43.339
4984,90.973,50.109
4985,101.526,66.114
4986,107.616,67.129
4987,98.523,56.546
4988,102.176,58.561
4989,107.73,59.755
4990,109.126,69.702
4991,138.852,74.632
4992,136.63,78.748
4993,143.62,93.335
4994,128.481,98.015
4995,111.3,86.998
4996,104.985,77.823
4997,101.856,76.117
4998,102.984,84.602
4999,93.73,88.312
5000,97.597,82.64
5001,100.184,80.323
5002,95.361,83.084
5003,89.18,89.536
5004,84.298,88.485
5005,81.091,82.041
5006,80.427,78.262
5007,78.181,74.547
5008,76.501,71.717
5009,76.628,70.134
5010,76.545,68.112
5011,81.871,66.894
5012,89.318,78.754
5013,84.644,132.608
5014,83.998,127.291
5015,85.495,115.54
5016,82.91,120.403
5017,77.741,151.226
5018,73.597,169.073
5019,75.504,155.49
5020,81.743,145.192
5021,77.892,133.631
5022,72.878,124.636
5023,67.587,118.775
5024,67.62,118.35
5025,67.554,117.963
5026,67.166,111.368
5027,64.831,103.253
5028,62.882,102.011
5029,61.98,105.814
5030,61.024,101.746
5031,64.972,98.509
5032,66.932,96.202
5033,64.427,93.761
5034,63.711,109.602
5035,63.974,125.451
5036,63.933,129.137
5037,66.072,129.029
5038,68.992,128.784
5039,69.686,123.004
5040,66.902,118.432
5041,63.129,113.79
5042,64.164,111.989
5043,67.98,107.578
5044,70.326,108.622
5045,68.806,104.48
5046,68.443,94.311
5047,68.351,88.688
5048,67.769,83.156
5049,66.732,80.741
5050,63.803,79.611
5051,61.443,79.205
5052,60.547,81.093
5053,61.741,76.591
5054,62.861,72.725
5055,56.281,68.235
5056,53.02,65.823
5057,50.919,63.836
5058,50.359,61.234
5059,50.077,59.15
5060,49.436,58.144
5061,50.055,57.072
5062,50.56,57.143
5063,52.102,57.986
5064,99.165,103.16
5065,489.896,777.745
5066,614.956,1865.577
5067,468.237,1334.088
5068,365.301,945.228
5069,313.753,734.181
5070,286.687,629.158
5071,268.288,534.505
5072,241.937,489.704
5073,252.039,482.628
5074,924.11,1017.988
5075,925.233,1277.596
5076,744.062,974.119
5077,559.602,779.088
5078,467.261,658.919
5079,400.257,568.812
5080,342.136,496.596
5081,316.529,514.739
5082,285.064,544.986
5083,257.105,467.059
5084,244.297,418.399
5085,226.64,386.284
5086,221.406,360.122
5087,211.815,347.172
5088,228.09,347.285
5089,259.288,561.118
5090,265.543,458.963
5091,255.394,402.601
5092,231.927,372.164
5093,222.686,339.877
5094,202.998,312.058
5095,184.444,289.681
5096,168.838,270.254
5097,155.099,249.647
5098,148.8,232.116
5099,141.254,218.847
5100,136.349,206.09
5101,126.122,192.866
5102,121.728,182.658
5103,119.216,177.865
5104,120.887,186.301
5105,117.521,202.272
5106,108.484,173.412
5107,102.227,157.915
5108,98.025,145.764
5109,89.227,134.346
5110,83.594,124.899
5111,79.857,119.292
5112,75.323,116.72
5113,74.07,112.651
5114,71.667,106.638
5115,70.741,102.019
5116,66.027,102.774
5117,61.555,117.147
5118,59.218,105.964
5119,57.756,94.074
5120,55.464,86.01
5121,58.702,84.042
5122,71.309,111.021
5123,228.011,360.536
5124,334.508,769.915
5125,339.51,428.38
5126,229.929,311.45
