N,0*Qc(i),1*Qc(i-1),2*Qc(i-2),3*Qc(i-3),4*Qc(i-4),5*Qk(i),6*Qk(i-1),7*Qk(i-2),8*Qk(i-3),9*Qk(i-4),10*Qk(i+1)
4790,147.375,162.493,196.378,253.851,307.84,128.594,137.398,158.523,190.784,236.608,169.254
4791,414.176,147.375,162.493,196.378,253.851,169.254,128.594,137.398,158.523,190.784,426.397
4792,468.965,414.176,147.375,162.493,196.378,426.397,169.254,128.594,137.398,158.523,289.866
4793,356.881,468.965,414.176,147.375,162.493,289.866,426.397,169.254,128.594,137.398,226.678
4794,280.734,356.881,468.965,414.176,147.375,226.678,289.866,426.397,169.254,128.594,186.843
4795,260.3,280.734,356.881,468.965,414.176,186.843,226.678,289.866,426.397,169.254,163.075
4796,228.809,260.3,280.734,356.881,468.965,163.075,186.843,226.678,289.866,426.397,148.633
4797,205.187,228.809,260.3,280.734,356.881,148.633,163.075,186.843,226.678,289.866,140.32
4798,183.376,205.187,228.809,260.3,280.734,140.32,148.633,163.075,186.843,226.678,127.521
4799,172.728,183.376,205.187,228.809,260.3,127.521,140.32,148.633,163.075,186.843,123.042
4800,166.484,172.728,183.376,205.187,228.809,123.042,127.521,140.32,148.633,163.075,120.54
4801,196.114,166.484,172.728,183.376,205.187,120.54,123.042,127.521,140.32,148.633,137.066
4802,190.167,196.114,166.484,172.728,183.376,137.066,120.54,123.042,127.521,140.32,1126.505
4803,7026.599,190.167,196.114,166.484,172.728,1126.505,137.066,120.54,123.042,127.521,11696.405
4804,31203.425,7026.599,190.167,196.114,166.484,11696.405,1126.505,137.066,120.54,123.042,4169.334
4805,8103.547,31203.425,7026.599,190.167,196.114,4169.334,11696.405,1126.505,137.066,120.54,2240.614
4806,4634.488,8103.547,31203.425,7026.599,190.167,2240.614,4169.334,11696.405,1126.505,137.066,1564.257
4807,3116.095,4634.488,8103.547,31203.425,7026.599,1564.257,2240.614,4169.334,11696.405,1126.505,1736.74
4808,2355.514,3116.095,4634.488,8103.547,31203.425,1736.74,1564.257,2240.614,4169.334,11696.405,8596.304
4809,8415.286,2355.514,3116.095,4634.488,8103.547,8596.304,1736.74,1564.257,2240.614,4169.334,5568.831
4810,9924.685,8415.286,2355.514,3116.095,4634.488,5568.831,8596.304,1736.74,1564.257,2240.614,3067.384
4811,7049.032,9924.685,8415.286,2355.514,3116.095,3067.384,5568.831,8596.304,1736.74,1564.257,2369.398
4812,6367.68,7049.032,9924.685,8415.286,2355.514,2369.398,3067.384,5568.831,8596.304,1736.74,1894.116
4813,4463.302,6367.68,7049.032,9924.685,8415.286,1894.116,2369.398,3067.384,5568.831,8596.304,1489.743
4814,3078.577,4463.302,6367.68,7049.032,9924.685,1489.743,1894.116,2369.398,3067.384,5568.831,1231.721
4815,2287.076,3078.577,4463.302,6367.68,7049.032,1231.721,1489.743,1894.116,2369.398,3067.384,986.24
4816,1777.366,2287.076,3078.577,4463.302,6367.68,986.24,1231.721,1489.743,1894.116,2369.398,812.446
4817,1384.396,1777.366,2287.076,3078.577,4463.302,812.446,986.24,1231.721,1489.743,1894.116,693.162
4818,1114.285,1384.396,1777.366,2287.076,3078.577,693.162,812.446,986.24,1231.721,1489.743,603.232
4819,936.802,1114.285,1384.396,1777.366,2287.076,603.232,693.162,812.446,986.24,1231.721,530.14
4820,796.377,936.802,1114.285,1384.396,1777.366,530.14,603.232,693.162,812.446,986.24,472.186
4821,690.7,796.377,936.802,1114.285,1384.396,472.186,530.14,603.232,693.162,812.446,427.766
4822,615.197,690.7,796.377,936.802,1114.285,427.766,472.186,530.14,603.232,693.162,400.99
4823,578.138,615.197,690.7,796.377,936.802,400.99,427.766,472.186,530.14,603.232,398.643
4824,527.468,578.138,615.197,690.7,796.377,398.643,400.99,427.766,472.186,530.14,344.787
4825,465.002,527.468,578.138,615.197,690.7,344.787,398.643,400.99,427.766,472.186,302.36
4826,414.348,465.002,527.468,578.138,615.197,302.36,344.787,398.643,400.99,427.766,277.728
4827,374.196,414.348,465.002,527.468,578.138,277.728,302.36,344.787,398.643,400.99,260.327
4828,344.354,374.196,414.348,465.002,527.468,260.327,277.728,302.36,344.787,398.643,245.844
